No UNIDAD,DIA,MES,HORA SALIDA,TIEMPO DE VIAJE,DISTANCIA METROS,LONGITUD SALIDA,LATITUD SALIDA,LONGITUD LLEGADA,LATITUD LLEGADA,DT,SALIDA,SALIDA2,,,
1,5,2,15.27416667,1.333333333,640,-116.873604,32.473346,-116.873885,32.467604,-0.333333333,INCREMENTO,1,,,
3,5,2,17.88444444,23.38333333,6341,-116.868533,32.484592,-116.903985,32.517235,-7.383333333,DM,3,,,
7,6,2,0.188055556,18.9,9276,-116.925153,32.458281,-116.96409,32.506766,-4.9,DP,2,,,
7,6,2,1.5125,5.716666667,1241,-116.952001,32.495503,-116.946556,32.488666,1.283333333,INCREMENTO,1,,,
5,6,2,2.590555556,12.7,5070,-116.937086,32.494711,-116.964034,32.506841,-5.7,DP,2,,,
1,6,2,2.710277778,10.21666667,4752,-116.837449,32.522126,-116.86146,32.497596,-1.216666667,INCREMENTO,1,,,
7,6,2,2.88,11.41666667,7744,-116.969235,32.495949,-117.010073,32.525521,-1.416666667,INCREMENTO,1,,,
5,6,2,10.76861111,4.65,1875,-117.010747,32.525718,-117.0082,32.518505,0.35,INCREMENTO,1,,,
6,6,2,10.93361111,4.9,3578,-116.9269,32.474525,-116.945788,32.4912,0.25,INCREMENTO,1,,,
5,6,2,14.94111111,18.2,9715,-116.934212,32.537387,-117.010121,32.525428,-1.2,INCREMENTO,1,,,
3,6,2,15.21444444,11.71666667,2998,-116.886548,32.468697,-116.872852,32.475576,3.516666667,INCREMENTO,1,,,
7,6,2,16.59083333,24.51666667,15771,-117.048525,32.491229,-117.010086,32.525405,-8.616666667,DM,3,,,
1,6,2,22.45527778,18.35,7955,-116.925584,32.470696,-116.969757,32.508329,-8.666666667,DM,3,,,
2,7,2,1.461388889,36.28333333,14181,-116.821383,32.470378,-116.926327,32.476272,-20.16666667,DM,3,,,
4,7,2,2.851666667,17.35,5220,-116.925418,32.468318,-116.885138,32.448077,-10.43333333,DM,3,,,
5,7,2,9.350833333,5.016666667,2960,-116.964459,32.502281,-116.985002,32.487759,0.916666667,INCREMENTO,1,,,
6,7,2,9.851666667,6.683333333,6349,-116.960953,32.506592,-117.009932,32.525505,-0.483333333,INCREMENTO,1,,,
5,1,2,0.562777778,26.21666667,10654,-116.902804,32.543881,-116.964012,32.50682,-14.73333333,DM,3,,,
6,1,2,4.860555556,8.233333333,4087,-116.940295,32.494507,-116.964037,32.506903,-3.333333333,DP,2,,,
5,1,2,4.935277778,23.9,10785,-116.973067,32.446096,-116.964151,32.506777,-7.133333333,DP,2,,,
2,1,2,6.8075,7.95,2863,-116.885065,32.448088,-116.873525,32.462357,1.116666667,INCREMENTO,1,,,
4,1,2,8.368333333,19.98333333,19535,-116.729555,32.469417,-116.859025,32.445253,1.316666667,INCREMENTO,1,,,
7,1,2,11.37777778,6.316666667,2388,-116.999368,32.516749,-116.985639,32.507832,-0.166666667,INCREMENTO,1,,,
1,1,2,11.65472222,4.716666667,1419,-116.86959,32.496377,-116.866379,32.504506,-1.716666667,INCREMENTO,1,,,
5,1,2,13.06138889,3.516666667,2522,-116.963101,32.508072,-116.961902,32.513527,-0.583333333,INCREMENTO,1,,,
6,1,2,13.10805556,17.28333333,3917,-117.02875,32.54312,-117.03062,32.54345,-15.81666667,DM,3,,,
5,1,2,13.64388889,3.5,827,-116.986592,32.510869,-116.985581,32.507843,-0.5,INCREMENTO,1,,,
5,1,2,14.36055556,20.03333333,5840,-116.95379,32.467093,-116.926104,32.476167,-7.016666667,DP,2,,,
6,1,2,14.33611111,8.8,3087,-117.001227,32.473335,-116.999952,32.464693,7.366666667,INCREMENTO,1,,,
1,1,2,14.93055556,15.68333333,4819,-116.868779,32.496155,-116.857051,32.523348,0.25,INCREMENTO,1,,,
1,1,2,15.67972222,3.233333333,933,-116.870179,32.513695,-116.865901,32.509301,0.766666667,INCREMENTO,1,,,
5,1,2,15.99527778,36.33333333,7756,-116.997806,32.469661,-116.985374,32.511145,-18.33333333,DM,3,,,
5,1,2,17.87805556,2.066666667,659,-116.971548,32.482942,-116.975533,32.478379,-0.133333333,INCREMENTO,1,,,
2,1,2,17.94694444,3.05,413,-117.038553,32.533925,-117.04161,32.532518,-0.416666667,INCREMENTO,1,,,
1,1,2,19.09722222,6.533333333,5566,-116.927709,32.473047,-116.885082,32.44809,7.466666667,INCREMENTO,1,,,
4,1,2,21.26083333,0.4,128,-116.62693,32.545777,-116.625707,32.546133,-0.016666667,INCREMENTO,1,,,
5,2,2,1.839166667,24.91666667,5784,-116.926874,32.511079,-116.964026,32.506794,-14.91666667,DM,3,,,
4,2,2,8.366944444,1.75,486,-116.868485,32.446352,-116.8696,32.449842,-0.366666667,INCREMENTO,1,,,
1,2,2,9.109166667,22.05,13838,-116.868233,32.508134,-116.964007,32.506915,-1.716666667,INCREMENTO,1,,,
6,2,2,11.79111111,4.383333333,1383,-116.964387,32.497767,-116.966018,32.505522,-0.133333333,INCREMENTO,1,,,
5,2,2,16.27,21.06666667,8207,-116.964219,32.504227,-116.922165,32.537407,-7.066666667,DP,2,,,
2,2,2,16.69972222,26.78333333,12421,-116.923253,32.417368,-116.88228,32.4462,-12.5,DM,3,,,
5,2,2,17.65666667,15.38333333,10346,-116.918141,32.506881,-117.010092,32.525543,-6.383333333,DP,2,,,
1,2,2,19.58388889,2.433333333,1008,-116.868903,32.484589,-116.868829,32.493656,1.566666667,INCREMENTO,1,,,
5,2,2,21.16194444,20.8,15256,-117.08971,32.53015,-116.969899,32.508309,-4.783333333,DP,2,,,
3,2,2,21.33111111,7.966666667,4782,-117.004235,32.519509,-116.969819,32.508367,-2.3,DP,2,,,
1,2,2,21.79472222,2.366666667,763,-116.868908,32.487404,-116.86852,32.494261,0.966666667,INCREMENTO,1,,,
6,2,2,22.48888889,17.31666667,31984,-115.077377,31.758765,-115.069807,31.480777,5.933333333,INCREMENTO,1,,,
6,2,2,23.63444444,2.783333333,897,-114.836755,31.029577,-114.830288,31.027408,-0.166666667,INCREMENTO,1,,,
1,3,2,6.724722222,2.516666667,782,-116.87369,32.469458,-116.873771,32.462439,-0.5,INCREMENTO,1,,,
5,3,2,7.773611111,1.683333333,530,-116.970211,32.508198,-116.971868,32.511531,1.25,INCREMENTO,1,,,
6,3,2,10.00194444,4.166666667,2372,-116.956313,32.511658,-116.968613,32.517277,0.35,INCREMENTO,1,,,
2,3,2,13.19805556,5.283333333,1565,-116.916585,32.478363,-116.92643,32.476362,-0.366666667,INCREMENTO,1,,,
6,3,2,15.44,3.75,755,-116.926273,32.476597,-116.926582,32.477495,-1,INCREMENTO,1,,,
2,3,2,15.94833333,15.11666667,7262,-116.885108,32.448048,-116.934468,32.473213,1.7,INCREMENTO,1,,,
5,3,2,16.74055556,8.983333333,5629,-116.991225,32.508187,-116.963963,32.506943,-1.3,INCREMENTO,1,,,
4,3,2,18.70527778,2.783333333,930,-116.86856,32.494283,-116.875998,32.492003,0.566666667,INCREMENTO,1,,,
4,3,2,21.13,16.31666667,9734,-116.969888,32.508442,-116.890737,32.524157,-5.35,DP,2,,,
5,3,2,22.85944444,23.9,2949,-116.961098,32.527208,-116.963986,32.506991,-18.9,DM,3,,,
5,3,2,22.89277778,7.933333333,1275,-116.961654,32.512901,-116.963986,32.506991,-4.933333333,DP,2,,,
5,4,2,0.196666667,5.5,1105,-116.961191,32.51124,-116.964021,32.506841,-3.583333333,DP,2,,,
3,4,2,10.61416667,1.566666667,402,-116.869754,32.497213,-116.868623,32.494402,-0.566666667,INCREMENTO,1,,,
5,4,2,11.56833333,5.966666667,3601,-116.946003,32.517035,-116.963939,32.506946,0.916666667,INCREMENTO,1,,,
5,4,2,17.66861111,9.683333333,2105,-116.981591,32.507683,-116.964019,32.506826,-1.683333333,INCREMENTO,1,,,
6,4,2,17.75027778,2.533333333,390,-116.962283,32.505472,-116.964,32.506837,-0.933333333,INCREMENTO,1,,,
6,4,2,19.25472222,10.85,4751,-116.935112,32.47921,-116.926397,32.476378,-2.533333333,DP,2,,,
5,4,2,22.08972222,15.46666667,6400,-117.010829,32.525831,-116.96417,32.506857,-7.45,DM,3,,,
5,5,2,2.288333333,12.73333333,9530,-116.932111,32.522691,-117.010073,32.525562,2.266666667,INCREMENTO,1,,,
6,5,2,8.117777778,10.11666667,5098,-116.930283,32.493047,-116.963963,32.506842,-1.85,DP,2,,,
6,5,2,11.86833333,9.783333333,4092,-116.99189,32.510555,-117.018737,32.515712,-2.566666667,DP,2,,,
5,5,2,12.76861111,8.116666667,5393,-116.940495,32.534218,-116.964097,32.506784,1.883333333,INCREMENTO,1,,,
6,5,2,14.63222222,1.066666667,176,-116.964037,32.506235,-116.963997,32.506947,0.45,INCREMENTO,1,,,
5,5,2,14.79444444,5.283333333,2695,-116.9625,32.510471,-116.964049,32.506869,2.716666667,INCREMENTO,1,,,
6,5,2,15.73444444,7.533333333,2079,-116.963967,32.507028,-116.974053,32.4991,-2.366666667,DP,2,,,
6,5,2,17.02,5.516666667,1381,-116.957347,32.501137,-116.963955,32.50686,-1,INCREMENTO,1,,,
5,5,2,18.09666667,0.466666667,156,-116.971893,32.44932,-116.971343,32.447996,1.533333333,INCREMENTO,1,,,
4,5,2,19.14083333,1.516666667,331,-116.88817,32.446663,-116.885188,32.448163,0.65,INCREMENTO,1,,,
3,6,2,6.268611111,20.96666667,7321,-116.82848,32.490469,-116.873771,32.462216,-7.95,DM,3,,,
2,6,2,10.91694444,2.466666667,1380,-116.86962,32.450428,-116.874178,32.460147,1.25,INCREMENTO,1,,,
5,6,2,11.71722222,25.16666667,14173,-116.863677,32.540215,-116.920448,32.496781,-9.233333333,DM,3,,,
5,6,2,21.57527778,9.45,2170,-116.952571,32.469611,-116.943951,32.484421,-4.433333333,DP,2,,,
2,6,2,21.72138889,12.26666667,3850,-116.879742,32.45051,-116.859692,32.460385,-1.966666667,DP,2,,,
6,6,2,21.77722222,7.216666667,1255,-116.969857,32.50842,-116.9641,32.506773,-4.166666667,DP,2,,,
2,7,2,1.236944444,17.48333333,5548,-116.92631,32.476325,-116.885098,32.448173,2.316666667,INCREMENTO,1,,,
3,7,2,1.34,23.75,14806,-117.001871,32.518122,-116.885066,32.448076,-10.93333333,DM,3,,,
1,7,2,6.720833333,27.08333333,16211,-116.929687,32.480514,-116.891349,32.442581,-1.366666667,INCREMENTO,1,,,
2,7,2,7.088888889,31.9,20973,-116.94356,32.406717,-117.010038,32.525562,-7.616666667,DM,3,,,
2,7,2,17.02583333,3.566666667,1992,-116.900048,32.454495,-116.885087,32.448125,-1.016666667,INCREMENTO,1,,,
6,7,2,17.34083333,18.71666667,4984,-116.969032,32.490248,-116.96408,32.506803,-8.116666667,DM,3,,,
1,7,2,17.38027778,5.3,4935,-116.964377,32.511269,-117.010023,32.525511,-1.3,INCREMENTO,1,,,
5,7,2,18.38944444,17.61666667,4417,-116.930452,32.492787,-116.963977,32.506896,-11.6,DM,3,,,
6,7,2,19.14083333,15.83333333,5339,-116.99247,32.496923,-117.010108,32.525615,-6.283333333,DP,2,,,
6,7,2,20.55972222,29.71666667,10748,-116.96919,32.477623,-117.010043,32.525552,-17.18333333,DM,3,,,
1,7,2,23.16138889,28.76666667,13609,-116.960772,32.507345,-116.870594,32.498852,-12.76666667,DM,3,,,
5,1,2,4.158055556,9.933333333,2590,-116.945634,32.479401,-116.956956,32.478238,-1.95,DP,2,,,
1,1,2,7.004166667,13.16666667,11442,-116.889474,32.454772,-116.964119,32.506743,-3.166666667,DP,2,,,
5,1,2,7.473888889,2.65,840,-116.922603,32.505111,-116.919609,32.510682,3.366666667,INCREMENTO,1,,,
6,1,2,8.849722222,4.183333333,1753,-116.964043,32.506763,-116.979247,32.509908,-0.5,INCREMENTO,1,,,
6,1,2,10.47055556,2.183333333,560,-116.972887,32.438992,-116.977162,32.441145,0.433333333,INCREMENTO,1,,,
6,1,2,11.31555556,0.6,285,-116.957737,32.490353,-116.95562,32.492177,0.733333333,INCREMENTO,1,,,
5,1,2,11.6575,20.68333333,14757,-117.039312,32.528333,-116.926354,32.476373,-3.666666667,DP,2,,,
5,1,2,13.31666667,6.7,3109,-116.966122,32.50001,-116.963972,32.506836,-1.7,INCREMENTO,1,,,
3,1,2,13.40888889,14.25,6050,-116.883086,32.449506,-116.863452,32.487162,-3.216666667,DP,2,,,
4,1,2,17.61694444,9.816666667,5124,-116.885222,32.448318,-116.836742,32.453745,-3.766666667,DP,2,,,
5,1,2,18.15027778,8.133333333,3522,-116.991905,32.516083,-116.969983,32.508341,-1.75,INCREMENTO,1,,,
1,1,2,18.28388889,2.233333333,1000,-116.939933,32.385922,-116.939175,32.385986,-1.233333333,INCREMENTO,1,,,
2,1,2,18.53083333,4.466666667,1121,-116.874833,32.44647,-116.885143,32.448078,-0.2,INCREMENTO,1,,,
3,1,2,19.68166667,11.31666667,6279,-117.007807,32.525164,-116.969713,32.508308,-1.316666667,INCREMENTO,1,,,
1,1,2,22.05888889,10.46666667,9154,-116.896092,32.423057,-116.932512,32.375759,-0.083333333,INCREMENTO,1,,,
1,1,2,23.41083333,4.533333333,1090,-116.942646,32.406954,-116.937783,32.413014,-0.533333333,INCREMENTO,1,,,
3,2,2,2.045,44.16666667,9163,-116.942492,32.488869,-116.868436,32.494246,-23.03333333,DM,3,,,
4,2,2,7.206666667,20.2,9172,-116.885295,32.448305,-116.86604,32.505523,0.466666667,INCREMENTO,1,,,
6,2,2,8.171944444,9.45,7844,-116.963915,32.50695,-116.914618,32.465318,-1.766666667,INCREMENTO,1,,,
4,2,2,10.09833333,3.983333333,1340,-116.877832,32.512532,-116.866415,32.509432,0.266666667,INCREMENTO,1,,,
5,2,2,11.30888889,13.11666667,10025,-117.01344,32.473009,-116.958276,32.500307,-0.1,INCREMENTO,1,,,
6,2,2,12.28916667,2.65,2194,-116.980668,32.514958,-116.963972,32.506827,1.433333333,INCREMENTO,1,,,
5,2,2,12.63527778,7.083333333,2057,-116.984827,32.49431,-116.972556,32.508561,-0.083333333,INCREMENTO,1,,,
2,2,2,14.19194444,1.033333333,154,-117.010067,32.525407,-117.010408,32.52629,0.683333333,INCREMENTO,1,,,
6,2,2,14.53944444,3.133333333,543,-116.917767,32.506448,-116.917752,32.506618,-1.966666667,DP,2,,,
4,2,2,16.03361111,15.83333333,4385,-116.91399,32.498423,-116.870598,32.498875,-1,INCREMENTO,1,,,
4,2,2,17.44416667,19.58333333,6764,-116.894927,32.525597,-116.868523,32.494293,-3.866666667,DP,2,,,
5,2,2,17.73777778,0.25,179,-116.963054,32.520963,-116.963152,32.519359,1.75,INCREMENTO,1,,,
6,2,2,17.74083333,6.15,1913,-116.915792,32.49075,-116.90049,32.491717,-2.016666667,DP,2,,,
3,2,2,19.74527778,18.43333333,7587,-116.929895,32.462813,-116.959148,32.507784,-1.433333333,INCREMENTO,1,,,
6,2,2,21.78555556,9.566666667,3060,-116.90603,32.529173,-116.892653,32.538127,-3.266666667,DP,2,,,
5,2,2,21.82,11.88333333,3220,-116.943974,32.484389,-116.962904,32.462784,-6.866666667,DP,2,,,
6,2,2,22.86638889,14.2,2387,-116.963863,32.506873,-116.960492,32.493083,-8.266666667,DM,3,,,
